,Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
517348,2008-01-26 13:30:00,NON-CRIMINAL,LOST PROPERTY,Saturday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
600435,2006-11-04 14:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,MISSION,NONE,2800 Block of BRYANT ST,-122.408833632451,37.748960629776
549487,2007-08-10 18:14:00,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Friday,BAYVIEW,"ARREST, BOOKED",2800 Block of INGALLS ST,-122.39108756350599,37.721313867736704
329734,2010-10-21 11:40:00,ROBBERY,"ROBBERY, ARMED WITH A GUN",Thursday,SOUTHERN,NONE,MISSION ST / 8TH ST,-122.41316085097,37.7774566611807
104838,2013-12-14 17:45:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,CENTRAL,NONE,PACIFIC AV / SANSOME ST,-122.402042584193,37.797504889833895
703369,2005-05-22 11:09:00,OTHER OFFENSES,PEDDLING WITHOUT A LICENSE,Sunday,SOUTHERN,"ARREST, CITED",7TH ST / MARKET ST,-122.41251534136299,37.7804777480279
340624,2010-08-26 09:55:00,OTHER OFFENSES,TRAFFIC VIOLATION,Thursday,RICHMOND,"ARREST, CITED",CABRILLO ST / 25TH AV,-122.462807635648,37.7754181243664
5193,2015-04-16 23:30:00,FRAUD,FALSE ID TO PEACE OFFICER,Thursday,MISSION,NONE,1000 Block of POTRERO AV,-122.406539115148,37.7564864109309
662663,2005-12-17 11:54:00,MISSING PERSON,FOUND PERSON,Saturday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
649108,2006-02-25 11:00:00,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Saturday,CENTRAL,NONE,0 Block of MONTCLAIR TR,-122.419012993312,37.8024502918224
643821,2006-03-25 02:24:00,OTHER OFFENSES,TRAFFIC VIOLATION,Saturday,CENTRAL,"ARREST, CITED",VALLEJO ST / STOCKTON ST,-122.40880996045401,37.7985712126676
559370,2007-06-17 12:54:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Sunday,TARAVAL,NONE,100 Block of RANDOLPH ST,-122.463958201329,37.714242338502004
728500,2005-01-15 08:00:00,NON-CRIMINAL,LOST PROPERTY,Saturday,CENTRAL,NONE,300 Block of POWELL ST,-122.408247356177,37.787843256203104
43987,2014-10-14 09:30:00,SECONDARY CODES,DOMESTIC VIOLENCE,Tuesday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
459643,2008-11-15 17:00:00,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Saturday,RICHMOND,NONE,100 Block of BLAKE ST,-122.45091087876601,37.7812988763675
120268,2013-10-03 22:30:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Thursday,BAYVIEW,NONE,100 Block of BRIDGEVIEW DR,-122.394489811833,37.7347973986896
343776,2010-08-11 01:00:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Wednesday,CENTRAL,NONE,400 Block of MONTGOMERY ST,-122.402795576963,37.793333275060895
778875,2004-04-29 19:00:00,ASSAULT,BATTERY,Thursday,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.407633520742,37.7841893501425
584168,2007-02-06 22:07:00,OTHER OFFENSES,PROBATION VIOLATION,Tuesday,SOUTHERN,"ARREST, BOOKED",600 Block of MARKET ST,-122.40255295786501,37.78847491468029
490256,2008-06-15 11:00:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Sunday,SOUTHERN,NONE,1200 Block of MARKET ST,-122.415444159886,37.7780245674641
72413,2014-05-29 08:00:00,EXTORTION,ATTEMPTED EXTORTION,Thursday,CENTRAL,NONE,200 Block of MONTGOMERY ST,-122.402409383784,37.79145152765361
608426,2006-09-23 14:50:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Saturday,SOUTHERN,NONE,800 Block of MARKET ST,-122.407633520742,37.7841893501425
575366,2007-03-24 01:30:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
88923,2014-03-07 17:24:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Friday,NORTHERN,"ARREST, BOOKED",POLK ST / GEARY ST,-122.41973983780501,37.7858926099715
77111,2014-05-03 12:06:00,NON-CRIMINAL,"CIVIL SIDEWALKS, CITATION",Saturday,PARK,"ARREST, CITED",HAIGHT ST / BELVEDERE ST,-122.449647662955,37.76966191958461
379821,2010-01-25 20:40:00,BURGLARY,"BURGLARY,RESIDENCE UNDER CONSTRT, FORCIBLE ENTRY",Monday,MISSION,NONE,700 Block of DOLORES ST,-122.42587291731,37.7578022246895
112493,2013-11-11 10:30:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Monday,MISSION,NONE,700 Block of VALENCIA ST,-122.42156932329901,37.760881594955286
588123,2007-01-12 22:21:00,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Friday,TENDERLOIN,"ARREST, BOOKED",200 Block of LEAVENWORTH ST,-122.41421780432199,37.7832593295025
41559,2014-10-19 22:55:00,ROBBERY,ROBBERY ON THE STREET WITH A GUN,Sunday,MISSION,NONE,15TH ST / MISSION ST,-122.41982792996099,37.766673755183504
857198,2003-04-14 18:00:00,BURGLARY,"BURGLARY, FORCIBLE ENTRY",Monday,INGLESIDE,NONE,3100 Block of MISSION ST,-122.41860971910201,37.7474453071495
722574,2005-02-13 16:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,BAYVIEW,NONE,100 Block of BERTHA LN,-122.380990356551,37.7331435009212
433319,2009-04-04 08:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,TARAVAL,NONE,1200 Block of 19TH AV,-122.47737652400299,37.764478157869505
623949,2006-07-10 16:11:00,LIQUOR LAWS,CONSUMING ALCOHOL IN PUBLIC VIEW,Monday,INGLESIDE,"ARREST, BOOKED",4700 Block of MISSION ST,-122.43632716719101,37.7227645025561
818772,2003-10-16 09:15:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,BAYVIEW,NONE,1700 Block of YOSEMITE AV,-122.394461517783,37.7285100562628
860762,2003-03-23 10:15:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Sunday,TARAVAL,NONE,200 Block of WINSTON DR,-122.477976682169,37.7269346350353
370447,2010-03-14 00:02:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,PARK,"ARREST, CITED",2000 Block of GEARY BL,-122.43619734246599,37.783788290557396
679424,2005-09-24 15:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,NORTHERN,NONE,2600 Block of GOUGH ST,-122.427244742504,37.7976676426047
666367,2005-11-30 13:25:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Wednesday,BAYVIEW,"ARREST, BOOKED",0 Block of GARLINGTON CT,-122.38435769837999,37.7324996437285
240673,2012-02-21 02:20:00,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Tuesday,MISSION,NONE,700 Block of VALENCIA ST,-122.42156932329901,37.760881594955286
171078,2013-02-06 22:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,PARK,NONE,MASONIC AV / GEARY BL,-122.448043124454,37.7823710354886
787107,2004-03-20 16:59:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",Saturday,NORTHERN,"ARREST, BOOKED",600 Block of LARCH ST,-122.42812986551901,37.7814240041364
215628,2012-06-28 21:21:00,OTHER OFFENSES,PROBATION VIOLATION,Thursday,MISSION,"ARREST, BOOKED",MISSION ST / SYCAMORE ST,-122.41944531067,37.7627134327476
628487,2006-06-15 09:30:00,DRUG/NARCOTIC,UNDER THE INFLUENCE OF CONTROLLED SUBSTANCES,Thursday,SOUTHERN,"ARREST, CITED",JESSIE ST / 6TH ST,-122.40924767554701,37.7813987340892
502883,2008-04-15 08:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Tuesday,BAYVIEW,NONE,2900 Block of HAWES ST,-122.391318351409,37.717746437668
62624,2014-07-13 19:15:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,RICHMOND,NONE,400 Block of 35TH AV,-122.495588146893,37.78053720311
767679,2004-06-23 16:30:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,NORTHERN,NONE,WEBSTER ST / ELLIS ST,-122.43079847375601,37.78256955631071
875010,2003-01-20 14:13:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Monday,MISSION,"ARREST, BOOKED",24TH ST / BARTLETT ST,-122.41956043789101,37.7521716091766
118419,2013-10-14 20:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,PARK,NONE,1900 Block of GEARY BL,-122.436248450213,37.784048423586995
303390,2011-03-11 20:49:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Friday,PARK,NONE,4400 Block of 17TH ST,-122.443151921764,37.761953860251204
800722,2004-01-20 12:00:00,MISSING PERSON,FOUND PERSON,Tuesday,NORTHERN,LOCATED,1000 Block of VAN NESS AV,-122.421092281902,37.784999643568
210374,2012-07-26 20:00:00,OTHER OFFENSES,RESISTING ARREST,Thursday,TENDERLOIN,NONE,100 Block of GOLDEN GATE AV,-122.413069926397,37.7820204255866
605675,2006-10-07 17:00:00,VEHICLE THEFT,STOLEN MOTORCYCLE,Saturday,SOUTHERN,NONE,MARKET ST / SPEAR ST,-122.395630116231,37.7937899670889
343801,2010-08-10 23:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,TARAVAL,NONE,100 Block of GOETHE ST,-122.459786326301,37.7090243187167
490334,2008-06-15 01:22:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Sunday,MISSION,"ARREST, BOOKED",0 Block of CLARION AL,-122.420601598587,37.762927778998396
59848,2014-07-27 11:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,INGLESIDE,NONE,1200 Block of BOSWORTH ST,-122.440867542696,37.7354609252607
510628,2008-03-05 11:30:00,MISSING PERSON,FOUND PERSON,Wednesday,BAYVIEW,JUVENILE BOOKED,400 Block of MANSELL ST,-122.406079770608,37.72041061847521
780391,2004-04-26 09:00:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Monday,CENTRAL,NONE,GEARY ST / LARKIN ST,-122.41809076669901,37.7861007451416
93195,2014-02-18 13:07:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,SOUTHERN,"ARREST, CITED",800 Block of MISSION ST,-122.40451702253401,37.7842037411779
763720,2004-07-10 01:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,TARAVAL,NONE,ORTEGA ST / 47TH AV,-122.50634659429899,37.7510501763631
411490,2009-08-05 14:00:00,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Wednesday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
128649,2013-08-25 10:41:00,WARRANTS,ENROUTE TO ADULT AUTHORITY,Sunday,TENDERLOIN,"ARREST, BOOKED",TURK ST / TAYLOR ST,-122.410768766343,37.7832145190013
611772,2006-09-07 23:30:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,TARAVAL,NONE,0 Block of BANBURY DR,-122.47400628480801,37.7199723649216
531832,2007-11-12 08:45:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Monday,BAYVIEW,"ARREST, BOOKED",PHELPS ST / JERROLD AV,-122.391269032991,37.7398531385192
433280,2009-04-04 11:05:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,SOUTHERN,PSYCHOPATHIC CASE,500 Block of 5TH ST,-122.39998111123998,37.7776242389287
554014,2007-07-15 19:45:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,RICHMOND,NONE,1000 Block of GREAT HY,-122.510225749052,37.7672442209616
733096,2004-12-20 08:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,NORTHERN,NONE,TURK ST / GOUGH ST,-122.423918786924,37.7815338127589
568517,2007-05-03 03:30:00,MISSING PERSON,MISSING ADULT,Thursday,BAYVIEW,LOCATED,1700 Block of OAKDALE AV,-122.39313102239201,37.7362497231109
121477,2013-10-01 12:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,CENTRAL,NONE,200 Block of LOMBARD ST,-122.40614403900899,37.8037427021944
169315,2013-02-18 10:25:00,OTHER OFFENSES,RESISTING ARREST,Monday,MISSION,"ARREST, BOOKED",2600 Block of MISSION ST,-122.418738265772,37.7546172382083
479291,2008-08-10 17:37:00,OTHER OFFENSES,RESISTING ARREST,Sunday,CENTRAL,"ARREST, BOOKED",COLUMBUS AV / GREEN ST,-122.40901700761299,37.7994880717633
223866,2012-05-16 22:25:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,MISSION,PSYCHOPATHIC CASE,2300 Block of 16TH ST,-122.409529913278,37.7657184395282
477047,2008-08-23 17:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,SOUTHERN,"ARREST, CITED",700 Block of MARKET ST,-122.40535937175301,37.7859774761625
801626,2004-01-11 01:00:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",Sunday,CENTRAL,NONE,1400 Block of MASON ST,-122.411873518062,37.796710893825
473140,2008-09-16 10:35:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,SOUTHERN,NONE,6TH ST / NATOMA ST,-122.40769310852899,37.7801630691196
500509,2008-04-28 10:49:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Monday,SOUTHERN,NONE,600 Block of STEVENSON ST,-122.412651894354,37.7795131668888
616719,2006-08-11 22:10:00,MISSING PERSON,MISSING ADULT,Friday,CENTRAL,LOCATED,900 Block of HYDE ST,-122.41704429261401,37.78959527743221
743507,2004-10-17 23:11:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Sunday,MISSION,"ARREST, BOOKED",2200 Block of MISSION ST,-122.419350173229,37.76101609120561
98348,2014-01-22 23:19:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Wednesday,PARK,NONE,0 Block of HENRY ST,-122.43223920901899,37.7666730659112
574817,2007-03-25 14:45:00,OTHER OFFENSES,CONSPIRACY,Sunday,TENDERLOIN,"ARREST, BOOKED",400 Block of TURK ST,-122.416342977622,37.7824465135592
621369,2006-07-24 11:18:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Monday,MISSION,"ARREST, BOOKED",1900 Block of MISSION ST,-122.419814593811,37.7658427213372
283367,2011-06-30 19:45:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,BAYVIEW,JUVENILE BOOKED,1000 Block of OAKDALE AV,-122.380348349699,37.7288276251864
611035,2006-09-09 21:31:00,VANDALISM,MALICIOUS MISCHIEF,Saturday,CENTRAL,NONE,700 Block of BUSH ST,-122.40961459678302,37.789999225357704
401014,2009-09-20 08:10:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,TENDERLOIN,"ARREST, CITED",200 Block of MASON ST,-122.409523740653,37.7857602954934
814040,2003-11-10 13:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,RICHMOND,NONE,1000 Block of POINT LOBOS AV,-122.513642064265,37.77846921994671
515754,2008-02-06 22:13:00,DRUG/NARCOTIC,POSSESSION OF METHADONE,Wednesday,PARK,"ARREST, BOOKED",HAIGHT ST / BELVEDERE ST,-122.449647662955,37.76966191958461
278302,2011-07-29 12:00:00,BURGLARY,"BURGLARY, FORCIBLE ENTRY",Friday,BAYVIEW,NONE,200 Block of MIDDLEPOINT RD,-122.37950484947201,37.7342764855114
404643,2009-09-04 19:05:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Friday,TENDERLOIN,"ARREST, BOOKED",200 Block of TURK ST,-122.413237516676,37.78284302332129
563308,2007-05-31 10:00:00,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Thursday,INGLESIDE,NONE,1600 Block of SUNNYDALE AV,-122.41714480239901,37.7121502932531
73567,2014-05-26 09:30:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,TARAVAL,NONE,46TH AV / TARAVAL ST,-122.504618718594,37.74176181862779
512224,2008-02-23 05:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,TARAVAL,NONE,500 Block of KIRKHAM ST,-122.466592497566,37.7602327684601
796915,2004-02-05 04:47:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Thursday,TENDERLOIN,"ARREST, BOOKED",0 Block of UNITED NATIONS PZ,-122.41431222924,37.77983391835871
621079,2006-07-25 07:20:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Tuesday,TENDERLOIN,NONE,200 Block of TURK ST,-122.413237516676,37.78284302332129
737046,2004-11-24 19:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,TARAVAL,NONE,1600 Block of IRVING ST,-122.47553386885201,37.7636866700756
5080,2015-04-17 10:00:00,ASSAULT,INFLICT INJURY ON COHABITEE,Friday,PARK,"ARREST, BOOKED",100 Block of MARVIEW WY,-122.448772366875,37.75489360546921
373414,2010-02-26 18:30:00,DRUG/NARCOTIC,TRANSPORTATION OF METH-AMPHETAMINE,Friday,BAYVIEW,"ARREST, BOOKED",SAN BRUNO AV / PAUL AV,-122.402109488937,37.7240376461441
841155,2003-06-27 18:00:00,ASSAULT,THREATS AGAINST LIFE,Friday,TENDERLOIN,"ARREST, BOOKED",100 Block of POWELL ST,-122.40801449292,37.7859507767613
136062,2013-07-25 13:30:00,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Thursday,PARK,NONE,1400 Block of HAIGHT ST,-122.446143672039,37.7700527182372
86111,2014-03-21 13:55:00,NON-CRIMINAL,"AIDED CASE, DOG BITE",Friday,PARK,NONE,FELL ST / MASONIC AV,-122.445904271169,37.772995372717396
533693,2007-10-31 20:26:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,SOUTHERN,"ARREST, CITED",800 Block of BRYANT ST,-122.40340479147899,37.775420706711
446681,2009-01-25 17:54:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,TENDERLOIN,"ARREST, BOOKED",0 Block of TURK ST,-122.409853729941,37.7833862379382
58947,2014-08-05 17:24:00,ASSAULT,INFLICT INJURY ON COHABITEE,Tuesday,TARAVAL,"ARREST, BOOKED",2500 Block of 22ND AV,-122.478639064427,37.7400982322055
483406,2008-07-23 20:00:00,MISSING PERSON,MISSING ADULT,Wednesday,SOUTHERN,NONE,1200 Block of MARKET ST,-122.415448759562,37.778293520129
588980,2007-01-10 17:50:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,CENTRAL,NONE,300 Block of BATTERY ST,-122.40021603878999,37.7948030325182
204145,2012-08-25 17:25:00,OTHER OFFENSES,"PERMIT VIOLATION, POLICE (GENERAL)",Saturday,SOUTHERN,NONE,2ND ST / BRANNAN ST,-122.39208230532101,37.78184577225729
309091,2011-02-10 03:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE,VANNESS AV / EDDY ST,-122.420818330445,37.782894645091204
450724,2009-01-07 20:45:00,LARCENY/THEFT,ATTEMPTED THEFT FROM LOCKED VEHICLE,Wednesday,MISSION,NONE,ALBION ST / 15TH ST,-122.42328285269,37.766466352311
518177,2008-01-23 22:20:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,MISSION,NONE,20TH ST / FLORIDA ST,-122.410761834615,37.75913519665311
781209,2004-04-17 12:00:00,LARCENY/THEFT,GRAND THEFT BICYCLE,Saturday,INGLESIDE,NONE,700 Block of 27TH ST,-122.436952569808,37.7463553982101
492393,2008-06-09 12:30:00,WARRANTS,WARRANT ARREST,Monday,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.40340479147899,37.775420706711
400410,2009-09-28 20:00:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Monday,MISSION,NONE,15TH ST / JULIAN AV,-122.421057854839,37.766598778147795
635405,2006-05-07 08:40:00,FRAUD,"CREDIT CARD, THEFT OF",Sunday,CENTRAL,NONE,CLAY ST / KEARNY ST,-122.404799424951,37.7944525389481
782403,2004-04-14 18:26:00,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Wednesday,MISSION,NONE,800 Block of VALENCIA ST,-122.421380986073,37.7589148884581
741755,2004-10-29 14:15:00,OTHER OFFENSES,RESISTING ARREST,Friday,TENDERLOIN,"ARREST, BOOKED",EDDY ST / HYDE ST,-122.415885065795,37.7835160563924
193380,2012-10-18 10:45:00,OTHER OFFENSES,FALSE PERSONATION,Thursday,INGLESIDE,NONE,0 Block of SGTJOHNVYOUNG LN,-122.44470706345501,37.7249307267936
33875,2014-11-28 16:15:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,NORTHERN,NONE,DIVISADERO ST / LOMBARD ST,-122.44264969637399,37.798999247001
546506,2007-08-25 07:32:00,ASSAULT,BATTERY,Saturday,TENDERLOIN,"ARREST, BOOKED",300 Block of JONES ST,-122.412758846145,37.78439975001921
210999,2012-07-25 08:30:00,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Wednesday,CENTRAL,NONE,0 Block of BRETHARTE TR,-122.417635011337,37.80457698894049
511752,2008-02-24 14:45:00,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Sunday,MISSION,"ARREST, BOOKED",17TH ST / MISSION ST,-122.419515708406,37.7634292328496
21385,2015-02-02 19:11:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Monday,TARAVAL,NONE,19TH AV / HOLLOWAY AV,-122.475222189932,37.7210571460375
313760,2011-01-14 12:10:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,INGLESIDE,NONE,900 Block of GOETTINGEN ST,-122.403806102049,37.7204296602863
344139,2010-08-10 00:01:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Tuesday,BAYVIEW,NONE,1300 Block of DONNER AV,-122.38923573923701,37.721754773399894
687816,2005-08-12 20:13:00,WARRANTS,WARRANT ARREST,Friday,BAYVIEW,"ARREST, BOOKED",NEWCOMB AV / MENDELL ST,-122.38977468310699,37.7352265862394
372181,2010-03-09 09:48:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Tuesday,BAYVIEW,"ARREST, BOOKED",1300 Block of REVERE AV,-122.38546504012899,37.72906911206979
377122,2010-02-09 17:30:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Tuesday,MISSION,NONE,3000 Block of HARRISON ST,-122.411584193034,37.7486195212612
401986,2009-09-17 22:36:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,RICHMOND,"ARREST, CITED",CALIFORNIA ST / 6TH AV,-122.464573216038,37.7849920190786
79330,2014-04-20 21:39:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,RICHMOND,PSYCHOPATHIC CASE,5100 Block of GEARY BL,-122.474554128533,37.780681348135204
859595,2003-04-02 03:57:00,ROBBERY,ROBBERY ON THE STREET WITH A DANGEROUS WEAPON,Wednesday,RICHMOND,NONE,45TH AV / BALBOA ST,-122.505884440263,37.7753220715656
322093,2010-12-01 18:31:00,DISORDERLY CONDUCT,COMMITTING PUBLIC NUISANCE,Wednesday,TENDERLOIN,"ARREST, BOOKED",300 Block of EDDY ST,-122.413753670487,37.78373004094
48601,2014-09-19 19:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,CENTRAL,NONE,1100 Block of BATTERY ST,-122.401774710336,37.8018464851371
536159,2007-10-18 16:00:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,SOUTHERN,"ARREST, CITED",MASON ST / TURK ST,-122.408953598279,37.783287873572
410458,2009-08-07 20:27:00,WEAPON LAWS,POSS OF LOADED FIREARM,Friday,BAYVIEW,"ARREST, BOOKED",1400 Block of KIRKWOOD CT,-122.387808528933,37.736922497083604
836980,2003-07-22 13:00:00,NON-CRIMINAL,LOST PROPERTY,Tuesday,MISSION,NONE,1300 Block of POTRERO AV,-122.406068106289,37.7505684946516
430614,2009-04-18 01:38:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Saturday,MISSION,"ARREST, BOOKED",500 Block of FLORIDA ST,-122.411078396423,37.762328592655294
318663,2010-12-18 11:00:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,MISSION,"ARREST, CITED",WIESE ST / 16TH ST,-122.42058044011101,37.7649968622937
1562,2015-05-02 20:40:00,OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Saturday,SOUTHERN,"ARREST, BOOKED",MISSION ST / STEUART ST,-122.39318585166599,37.7932304136054
632557,2006-05-21 17:00:00,VEHICLE THEFT,STOLEN MOTORCYCLE,Sunday,SOUTHERN,"ARREST, BOOKED",NORFOLK ST / HARRISON ST,-122.41275390462201,37.7703899652452
663908,2005-12-14 09:09:00,OTHER OFFENSES,RESISTING ARREST,Wednesday,TENDERLOIN,"ARREST, BOOKED",LEAVENWORTH ST / ELLIS ST,-122.41443315507,37.7846576329026
761482,2004-07-22 19:15:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,MISSION,PSYCHOPATHIC CASE,100 Block of CAPP ST,-122.418549940195,37.7642837095036
786558,2004-03-29 00:02:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,INGLESIDE,NONE,300 Block of COLLEGE AV,-122.42364882102699,37.734075449281896
84935,2014-03-31 10:08:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,SOUTHERN,"ARREST, CITED",10TH ST / MINNA ST,-122.415374135884,37.7748441181386
853595,2003-04-30 16:30:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,TARAVAL,NONE,400 Block of JUNIPERO SERRA BL,-122.472059739272,37.72992904581071
507214,2008-03-20 11:45:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,MISSION,"ARREST, CITED",TREAT AV / 25TH ST,-122.41283855401899,37.7509678760759
206761,2012-08-12 10:00:00,ASSAULT,THREATS AGAINST LIFE,Sunday,INGLESIDE,NONE,1700 Block of SUNNYDALE AV,-122.41714480239901,37.7121502932531
64727,2014-07-08 15:00:00,MISSING PERSON,FOUND PERSON,Tuesday,MISSION,NONE,800 Block of SOUTH VAN NESS AV,-122.417016663517,37.7595460924587
413119,2009-07-25 02:00:00,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Saturday,TARAVAL,NONE,2200 Block of JUDAH ST,-122.48611058617901,37.761243932617795
